Unnamed: 0,sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,c_charge_desc,two_year_recid
124,0,33,0,0,0,0,0,19,0,388,1
127,0,42,0,1,0,0,0,6,0,265,0
128,1,25,0,1,0,0,0,2,0,388,0
129,0,30,0,1,0,0,0,1,1,4,0
131,1,37,0,0,0,0,0,2,1,216,0
132,0,28,0,1,0,0,0,0,1,119,1
133,1,24,2,0,0,0,0,0,1,38,0
134,1,29,0,1,0,1,0,10,0,166,1
135,0,44,0,1,0,0,0,2,1,38,1
137,0,32,0,0,0,0,0,3,0,282,1
138,0,31,0,1,0,0,0,2,1,303,1
139,0,31,0,0,0,0,0,1,1,190,0
140,0,59,1,1,0,0,0,1,0,282,1
142,1,20,2,0,1,0,0,1,0,388,0
143,1,43,0,1,0,0,0,0,1,91,0
144,0,38,0,0,1,1,0,9,0,282,1
145,0,32,0,0,0,0,0,11,0,237,1
146,0,33,0,0,0,0,0,8,1,26,1
147,1,31,0,0,0,0,0,0,0,290,1
148,1,33,0,0,0,0,0,7,0,282,1
149,0,27,0,0,0,0,0,2,0,340,1
150,1,20,2,0,0,0,0,0,0,166,0
151,1,26,0,1,0,0,0,0,1,133,0
152,1,61,1,0,0,0,0,1,0,327,1
153,0,52,1,0,0,0,0,13,0,155,1
154,0,63,1,0,0,0,0,1,0,388,0
155,1,32,0,0,0,0,0,4,0,388,1
156,0,29,0,0,0,0,0,1,0,166,0
158,1,26,0,0,0,0,0,2,1,123,1
160,0,39,0,1,1,0,0,1,1,389,0
161,1,30,0,1,0,0,0,3,0,269,1
162,0,30,0,0,0,0,0,1,0,50,0
163,0,48,1,1,0,0,0,2,1,38,0
164,0,22,2,0,0,0,0,1,0,388,0
165,0,46,1,1,0,0,0,6,0,124,1
167,0,31,0,1,0,0,0,0,0,105,0
168,0,25,0,0,0,0,0,1,1,38,1
169,0,23,2,0,0,0,0,0,0,250,0
170,1,32,0,0,0,0,0,5,0,13,0
171,0,52,1,0,0,0,0,2,1,181,0
172,0,62,1,0,0,0,0,8,0,282,0
175,0,31,0,0,0,0,0,8,0,388,1
176,0,28,0,0,0,0,0,6,1,303,1
177,0,54,1,0,0,0,0,2,0,59,0
178,0,58,1,0,0,0,0,0,0,274,0
179,0,78,1,1,0,0,0,1,1,123,1
180,0,56,1,1,0,0,0,0,0,282,0
181,0,24,2,0,0,0,0,0,0,59,0
183,0,22,2,0,0,0,0,1,0,219,1
184,0,47,1,0,0,0,0,23,1,253,1
185,0,23,2,0,0,0,0,0,1,38,1
186,0,57,1,0,0,0,0,1,0,124,0
188,0,66,1,0,0,0,0,3,0,3,0
189,0,45,1,1,0,0,0,8,1,380,1
192,0,37,0,0,0,0,0,2,1,38,1
193,0,39,0,1,0,0,0,0,0,275,1
194,0,26,0,0,0,0,0,9,0,109,1
195,0,45,1,1,0,0,0,2,0,186,0
196,0,23,2,0,0,0,0,0,0,281,1
197,0,34,0,0,0,0,0,2,1,38,0
198,1,23,2,0,0,0,0,1,1,38,0
199,0,36,0,0,0,0,0,2,1,38,1
200,0,50,1,1,0,0,0,1,0,321,0
201,1,37,0,1,0,0,0,0,1,183,0
202,0,44,0,1,0,0,0,4,1,38,0
203,1,35,0,0,0,1,0,23,0,155,1
204,0,24,2,0,0,0,0,5,0,388,1
205,0,26,0,0,0,0,0,2,0,158,1
206,0,27,0,0,0,0,0,0,1,79,0
207,1,28,0,0,0,0,0,0,0,7,0
209,1,28,0,1,0,0,0,7,0,155,1
210,0,38,0,0,0,0,0,2,0,124,0
212,1,28,0,0,0,0,0,1,0,388,0
213,0,56,1,1,0,0,0,7,0,154,1
214,0,38,0,0,0,0,0,15,0,282,0
215,0,28,0,0,0,0,0,2,1,253,0
219,1,51,1,1,0,0,0,0,1,123,1
220,0,51,1,1,0,0,0,0,1,38,0
221,0,36,0,0,0,0,0,1,1,253,1
222,0,48,1,0,0,0,0,0,0,18,0
223,0,37,0,1,0,0,0,4,0,388,1
224,1,30,0,0,0,0,0,2,0,166,0
225,1,41,0,0,0,0,0,5,1,38,0
226,0,27,0,0,0,0,0,11,0,307,1
227,0,37,0,0,0,0,0,0,1,38,0
228,0,33,0,0,0,0,0,4,0,15,1
229,0,54,1,0,0,0,0,11,0,162,0
230,0,23,2,0,0,0,0,2,0,308,0
232,0,41,0,0,0,0,0,0,1,38,0
233,0,52,1,1,0,0,0,0,0,60,0
234,0,43,0,1,0,0,0,13,0,124,1
235,0,52,1,0,0,0,0,0,0,378,0
236,0,28,0,1,0,0,0,1,0,388,0
237,0,30,0,0,0,0,2,11,1,38,1
238,0,28,0,1,0,0,0,1,0,79,0
239,0,22,2,0,0,0,0,0,0,219,0
240,0,30,0,0,0,0,0,4,0,124,0
241,0,25,0,0,0,0,0,4,0,281,0
242,0,31,0,1,0,0,0,0,0,59,1
243,0,37,0,1,0,0,0,0,0,166,1
244,0,32,0,0,0,1,0,14,0,19,0
246,0,53,1,1,0,0,0,1,1,38,0
247,0,28,0,0,0,0,0,25,0,388,1
248,0,44,0,1,0,0,0,8,1,38,1
249,0,25,0,0,0,0,0,0,0,166,0
250,0,22,2,1,0,0,1,1,1,387,1
251,1,37,0,0,0,0,0,0,1,38,0
252,1,40,0,0,0,0,0,3,0,124,0
258,1,31,0,0,0,0,0,0,1,38,0
259,0,23,2,0,0,0,1,1,0,388,1
260,1,23,2,1,0,0,4,5,0,388,1
261,0,24,2,0,0,0,0,0,1,253,0
262,0,29,0,0,0,0,0,1,1,38,0
263,0,20,2,0,0,0,0,1,0,65,1
264,0,30,0,0,0,0,0,2,0,65,1
265,0,39,0,0,0,0,0,0,0,345,0
266,0,27,0,0,0,0,0,4,0,388,0
268,1,37,0,0,0,0,0,2,0,388,0
269,0,20,2,0,0,0,0,0,0,261,0
270,0,22,2,0,0,0,1,0,0,250,0
271,1,52,1,0,0,0,0,0,0,52,0
272,1,23,2,0,0,0,0,0,0,65,1
273,1,48,1,0,0,0,0,0,0,12,0
275,0,25,0,1,0,0,0,0,0,105,0
276,0,27,0,1,0,0,0,0,0,166,1
277,0,30,0,0,0,0,0,11,0,363,1
278,0,22,2,0,0,1,1,3,1,38,1
279,1,22,2,1,0,0,0,1,0,219,0
282,1,41,0,0,0,0,0,2,1,44,0
283,1,25,0,0,0,0,0,0,0,12,0
285,0,52,1,0,0,0,0,3,0,282,1
286,0,43,0,0,0,0,0,0,0,149,0
287,0,37,0,1,0,0,0,3,0,388,0
289,0,70,1,1,0,0,0,1,1,38,0
291,0,46,1,1,0,0,0,3,0,388,0
292,0,21,2,0,0,0,0,0,1,216,1
293,0,26,0,0,0,0,0,1,1,38,1
294,0,38,0,0,0,0,0,3,0,77,1
295,0,34,0,1,0,0,0,5,1,38,0
297,0,34,0,0,0,0,0,5,1,122,0
298,0,23,2,1,0,0,0,0,0,12,1
299,0,34,0,0,0,0,0,5,0,290,1
301,0,39,0,0,0,0,0,6,0,19,1
302,0,24,2,0,0,0,0,0,0,136,0
304,0,58,1,1,0,0,0,2,0,5,0
305,1,21,2,0,0,0,0,0,1,38,0
307,0,23,2,0,0,0,1,4,1,253,1
308,0,62,1,1,0,0,0,0,0,139,0
310,0,37,0,1,0,0,0,5,0,44,0
311,0,43,0,0,0,0,0,2,0,166,1
312,1,32,0,0,0,0,0,5,0,7,0
313,0,23,2,0,0,0,0,0,0,52,0
314,0,27,0,0,0,0,0,0,1,38,0
315,0,44,0,1,0,0,0,0,1,38,1
316,0,28,0,1,0,0,0,3,1,38,1
317,1,42,0,1,0,0,0,0,0,282,0
318,0,24,2,0,0,1,0,9,0,302,1
319,0,27,0,0,0,0,0,0,0,7,0
320,0,20,2,0,0,0,0,0,0,162,1
321,1,51,1,1,0,0,0,0,1,44,0
322,0,56,1,1,0,0,0,0,1,42,0
323,0,29,0,0,0,0,0,7,0,388,0
324,0,20,2,0,0,0,0,0,0,166,1
326,0,27,0,1,0,0,0,8,0,388,0
327,0,24,2,0,0,1,0,2,0,58,1
328,0,53,1,1,0,0,0,36,0,74,1
329,0,28,0,1,0,0,0,2,1,38,1
331,0,21,2,0,0,1,0,3,0,166,0
332,1,36,0,0,0,0,0,0,0,7,0
333,1,25,0,1,0,0,0,2,1,216,1
334,1,23,2,0,0,0,0,1,1,213,0
335,0,28,0,1,0,0,0,1,0,219,0
336,1,21,2,0,0,0,0,0,0,309,1
337,0,36,0,1,0,0,0,0,1,380,0
338,0,24,2,0,0,0,0,0,0,166,0
340,0,30,0,0,0,0,0,1,0,388,1
341,0,29,0,0,0,0,0,0,0,12,0
342,1,30,0,1,0,0,0,0,1,38,0
343,0,51,1,0,0,0,0,1,1,26,0
346,0,32,0,0,0,1,0,12,0,388,1
347,0,23,2,0,0,0,1,1,0,166,0
348,0,47,1,0,0,0,0,3,0,261,0
350,0,37,0,1,0,0,0,0,0,160,0
351,0,19,2,0,0,2,0,2,0,237,1
352,0,27,0,0,0,0,0,0,1,38,0
353,0,39,0,0,0,0,0,0,1,38,0
354,1,21,2,1,0,0,2,0,0,282,0
355,0,69,1,1,0,0,0,0,1,13,0
356,0,21,2,1,0,0,0,2,0,388,0
357,0,26,0,0,0,0,1,6,1,38,1
358,0,22,2,1,0,0,0,0,0,282,0
359,1,23,2,0,0,0,0,0,0,124,1
360,0,49,1,0,0,0,0,3,0,162,0
361,0,29,0,0,0,0,1,2,1,38,0
362,1,60,1,1,0,0,0,0,1,38,0
364,0,23,2,0,2,0,0,3,0,250,1
366,1,20,2,0,1,0,0,1,0,388,0
367,0,36,0,0,0,0,0,1,0,156,0
368,0,30,0,1,0,0,0,0,0,282,0
369,0,21,2,0,0,1,0,1,0,166,0
370,0,22,2,1,0,0,0,2,1,253,1
372,0,21,2,0,0,0,0,4,0,388,1
373,0,21,2,0,0,0,0,0,0,58,1
374,0,34,0,1,0,0,0,1,1,38,0
375,1,50,1,1,0,0,0,1,1,38,1
376,0,40,0,1,0,0,0,0,0,388,1
377,0,25,0,0,0,0,0,7,0,339,1
378,1,53,1,1,0,0,0,1,1,38,0
379,1,24,2,0,0,0,0,0,0,12,0
380,0,42,0,0,0,0,0,1,0,388,0
381,0,28,0,0,0,0,0,1,1,38,0
383,0,26,0,0,1,1,0,6,0,307,1
384,0,22,2,0,0,0,0,4,0,166,1
385,0,21,2,1,0,0,0,3,1,388,0
386,0,37,0,0,0,0,0,23,0,44,1
387,0,35,0,0,0,0,0,2,0,281,0
388,0,53,1,0,0,0,0,2,0,154,0
390,0,29,0,0,0,0,0,7,0,282,0
391,0,48,1,1,1,0,0,23,0,155,1
392,1,52,1,1,0,0,0,0,1,38,0
393,0,27,0,0,0,0,0,12,0,124,1
394,0,28,0,0,0,0,0,5,0,388,0
395,0,33,0,1,0,0,0,3,1,38,0
396,1,28,0,0,0,0,0,0,0,388,0
398,0,36,0,0,0,0,0,14,0,344,1
399,0,29,0,0,1,0,0,2,0,19,0
400,0,22,2,0,0,0,1,0,1,368,1
402,0,25,0,1,0,0,0,0,0,302,0
404,0,56,1,0,0,0,0,5,0,124,0
405,0,27,0,0,0,0,0,9,0,19,1
406,0,52,1,1,0,0,0,4,0,166,1
407,0,32,0,0,0,0,0,3,0,44,0
408,0,60,1,0,0,0,0,4,0,388,0
409,0,23,2,0,0,0,0,1,1,128,0
410,1,39,0,1,0,0,0,0,1,119,0
411,0,56,1,1,0,0,0,0,1,38,0
412,1,22,2,0,0,0,0,0,0,250,0
414,0,53,1,0,0,0,0,11,0,388,0
415,0,25,0,1,0,0,0,0,1,123,1
416,0,21,2,0,0,0,0,0,1,38,0
417,0,22,2,1,0,0,0,0,0,184,0
418,1,58,1,1,0,0,0,2,1,92,0
419,0,31,0,0,0,0,0,7,1,19,1
420,0,22,2,1,0,0,0,1,0,143,1
421,0,28,0,0,0,0,0,8,0,378,1
422,0,42,0,0,0,0,0,1,0,388,0
423,0,20,2,0,0,0,0,0,0,162,1
424,0,29,0,1,0,0,0,0,1,38,1
426,0,58,1,0,0,0,0,21,1,388,1
427,0,22,2,0,0,0,0,3,0,166,0
428,0,48,1,0,0,0,0,1,1,213,1
429,0,37,0,1,0,0,0,0,0,78,0
430,0,57,1,0,0,0,0,1,0,155,1
431,0,27,0,1,0,0,0,3,1,159,0
432,0,26,0,0,0,0,0,3,0,59,0
433,0,24,2,1,0,1,1,3,0,250,1
434,0,33,0,1,0,0,0,0,0,19,0
435,0,29,0,0,0,0,0,2,0,388,0
436,1,24,2,0,0,0,0,3,0,166,1
437,0,19,2,1,0,0,1,1,0,149,1
438,0,36,0,1,0,0,0,2,1,38,0
439,1,24,2,1,0,0,0,0,0,250,0
440,0,34,0,1,0,0,0,0,1,91,0
441,0,25,0,0,0,0,0,2,0,388,1
442,0,20,2,0,1,0,1,1,0,388,1
444,0,24,2,0,0,0,0,1,1,38,1
445,0,61,1,1,0,0,0,4,0,388,0
446,1,50,1,0,0,0,0,3,0,12,0
447,0,30,0,0,0,0,0,1,1,38,0
448,0,38,0,0,0,0,0,5,0,281,0
449,0,24,2,1,0,0,0,0,1,38,0
451,1,46,1,0,0,0,0,2,0,166,1
452,0,41,0,1,0,0,0,0,1,38,1
453,0,20,2,0,0,0,1,0,0,282,1
454,0,27,0,0,0,0,0,13,1,253,1
456,0,26,0,0,0,0,0,1,1,38,1
457,0,29,0,0,0,0,0,3,0,284,1
458,0,52,1,1,0,0,0,6,0,166,1
459,0,28,0,1,0,0,0,1,0,3,1
461,0,55,1,0,0,0,0,5,0,155,1
462,0,26,0,0,1,1,0,10,0,16,1
463,0,28,0,0,0,0,0,5,0,265,0
464,0,63,1,1,0,0,0,2,0,152,0
465,0,42,0,0,0,0,0,0,0,15,0
466,0,23,2,0,1,2,2,6,0,124,0
467,0,54,1,0,0,0,0,28,0,282,1
468,0,35,0,0,0,0,1,8,0,150,1
469,1,24,2,0,1,0,0,6,0,388,1
470,0,54,1,0,0,0,0,2,1,38,0
471,0,58,1,0,0,0,0,12,1,91,1
472,0,23,2,1,0,0,1,1,1,303,1
473,0,35,0,0,0,0,0,1,1,38,0
474,0,20,2,0,0,0,0,1,0,161,1
475,0,51,1,1,0,0,0,0,0,149,0
476,0,24,2,0,0,0,0,0,0,221,0
477,0,37,0,1,0,0,0,3,0,282,0
478,0,47,1,1,0,0,0,3,0,121,0
479,0,34,0,1,0,0,0,4,0,281,1
480,0,56,1,1,0,0,0,0,0,166,0
481,0,34,0,0,0,0,0,4,0,55,1
482,0,59,1,1,0,0,0,1,0,54,1
483,0,35,0,0,0,0,0,0,0,58,0
484,0,58,1,0,0,0,0,1,0,261,0
485,0,29,0,0,0,0,0,2,1,123,0
486,1,24,2,1,0,0,1,6,0,226,1
487,0,21,2,1,0,0,4,2,1,26,1
489,0,50,1,0,0,0,0,5,0,124,1
490,0,26,0,0,0,0,0,1,0,66,0
491,1,30,0,1,0,0,0,0,1,123,0
493,0,29,0,1,0,0,0,0,1,38,1
494,0,54,1,0,0,0,0,0,1,38,0
495,0,29,0,0,0,0,0,4,0,143,1
496,1,59,1,1,0,0,0,0,1,92,0
497,0,38,0,0,0,0,0,0,0,340,0
500,0,27,0,1,0,0,0,1,1,214,1
501,0,26,0,0,0,0,0,7,0,12,1
502,0,52,1,0,0,0,0,20,0,138,0
503,0,66,1,0,0,0,0,33,0,78,1
504,0,27,0,1,0,0,0,2,0,282,0
505,0,51,1,1,0,0,0,1,1,92,0
506,0,35,0,1,0,0,0,1,0,388,0
508,0,52,1,1,0,0,0,4,1,38,0
510,0,48,1,0,0,0,0,12,0,15,0
511,1,26,0,0,0,0,0,0,1,38,0
512,1,48,1,1,0,0,0,0,1,182,0
513,0,30,0,0,0,0,0,7,1,38,0
514,0,28,0,0,0,0,0,2,1,38,0
515,0,33,0,0,0,0,0,2,1,38,0
516,1,34,0,0,0,0,0,6,0,52,0
517,0,25,0,0,0,0,0,0,1,253,0
518,0,59,1,0,0,0,0,10,0,388,1
519,0,29,0,0,0,0,0,5,0,226,1
520,0,24,2,1,0,0,0,0,0,282,0
521,0,48,1,1,0,0,0,1,0,3,1
523,0,52,1,0,0,0,0,4,1,131,0
524,0,20,2,0,0,0,0,0,0,284,1
525,0,25,0,1,0,0,0,4,0,282,1
526,0,24,2,1,0,0,0,0,0,3,0
527,0,23,2,1,0,0,0,0,1,38,0
528,0,27,0,1,0,1,3,6,0,149,0
529,0,25,0,0,0,1,0,1,1,38,1
530,0,31,0,0,0,0,0,0,0,359,0
531,0,25,0,0,0,1,0,6,0,388,1
532,0,32,0,1,0,0,0,1,0,388,1
533,0,21,2,1,0,0,0,0,0,166,1
534,0,37,0,0,0,0,0,1,0,77,0
535,0,25,0,1,0,0,0,0,0,281,0
536,0,32,0,0,1,1,0,20,0,388,0
537,0,35,0,0,0,0,0,0,0,166,0
538,0,42,0,0,0,0,0,14,0,121,1
539,0,24,2,1,0,0,1,9,1,380,1
541,0,21,2,0,0,0,0,0,0,166,1
542,0,47,1,1,0,0,0,1,1,38,0
543,0,27,0,0,0,0,0,5,0,7,1
544,0,43,0,0,0,0,0,2,1,91,1
545,0,46,1,1,0,0,0,2,0,265,1
546,0,44,0,0,0,0,0,1,1,299,0
548,0,23,2,1,0,0,0,2,0,281,0
550,0,42,0,0,0,0,0,8,0,388,0
551,0,58,1,0,0,0,0,6,0,155,0
552,0,26,0,0,0,0,1,3,0,162,0
553,1,48,1,0,0,0,0,0,0,166,0
554,0,39,0,0,0,0,0,3,0,166,1
555,0,21,2,0,0,2,0,3,0,388,1
556,0,63,1,1,0,0,0,1,1,92,0
557,0,22,2,0,0,1,0,3,0,388,1
558,0,50,1,0,0,0,0,3,1,38,0
559,0,38,0,0,0,0,0,0,0,54,0
560,0,41,0,1,0,0,0,1,0,320,0
561,0,28,0,0,8,0,1,16,0,19,1
562,1,30,0,0,0,0,0,0,1,38,0
563,0,23,2,0,0,0,0,1,0,4,0
564,0,25,0,1,0,0,0,2,0,388,1
565,0,40,0,1,0,0,0,5,0,203,0
566,0,24,2,0,0,0,0,8,0,281,0
567,0,27,0,0,0,0,0,5,1,80,1
568,0,44,0,1,0,0,0,11,1,38,0
569,1,35,0,0,0,0,0,6,0,388,1
570,0,42,0,1,0,0,0,0,1,38,0
571,0,38,0,0,0,0,0,15,0,121,0
572,0,26,0,0,0,0,0,4,0,281,0
573,1,25,0,0,0,0,0,0,1,303,0
575,0,64,1,0,0,0,0,1,0,11,0
576,1,49,1,1,0,0,0,2,1,123,1
577,0,50,1,1,0,0,0,5,0,124,1
579,0,66,1,1,0,0,0,0,1,38,1
580,1,46,1,1,0,0,0,0,1,38,0
581,0,30,0,0,0,0,1,5,0,124,1
582,1,22,2,1,0,0,0,0,1,38,0
583,0,23,2,1,0,0,0,1,1,388,0
584,0,30,0,0,0,0,0,0,1,38,1
586,0,31,0,0,0,0,0,0,1,92,0
587,0,31,0,0,0,0,0,1,0,388,0
590,0,25,0,0,0,0,0,0,1,118,0
591,1,21,2,1,0,0,0,0,0,59,0
592,0,27,0,0,0,0,0,0,1,38,0
593,0,20,2,0,0,0,0,0,1,253,1
594,0,32,0,0,0,0,0,1,0,282,0
595,1,24,2,1,0,0,1,0,0,59,0
596,0,20,2,0,1,0,0,1,0,388,0
597,0,31,0,0,0,0,0,3,1,382,1
598,0,27,0,0,0,0,0,3,1,38,1
600,0,40,0,0,0,0,0,0,0,15,0
601,0,22,2,0,0,0,0,11,0,282,1
602,1,38,0,0,0,0,0,1,0,307,0
603,0,36,0,0,0,0,0,1,1,217,1
604,0,30,0,0,0,0,0,1,1,253,0
605,0,27,0,1,0,0,0,6,0,388,1
607,1,59,1,1,0,0,0,0,1,123,0
608,0,37,0,1,0,0,0,2,1,91,0
609,0,28,0,0,0,0,0,5,1,149,1
610,0,38,0,1,0,0,0,0,0,282,0
611,0,22,2,0,0,0,1,0,0,30,1
613,0,25,0,0,0,0,0,4,0,164,1
614,0,51,1,1,0,0,0,0,1,91,0
616,0,29,0,1,0,0,0,2,1,149,1
617,0,28,0,0,0,0,0,10,0,124,0
619,0,55,1,0,0,0,0,9,1,388,1
620,1,23,2,1,0,0,0,3,0,226,0
621,1,22,2,0,0,0,0,0,1,135,0
622,1,19,2,1,0,0,0,2,0,282,1
623,0,31,0,0,0,0,0,1,1,38,0
624,0,29,0,0,0,0,0,0,1,91,0
625,0,61,1,0,0,0,0,15,0,155,1
627,0,31,0,0,0,0,0,0,1,213,0
628,0,20,2,0,0,1,1,4,0,388,1
629,0,26,0,1,0,0,0,3,0,51,1
630,0,27,0,1,0,0,0,5,1,38,0
631,0,25,0,1,0,0,0,1,0,15,0
632,0,23,2,1,0,2,0,3,0,196,1
633,0,38,0,0,0,0,0,0,0,149,0
634,0,27,0,0,0,2,1,18,0,155,1
635,1,35,0,1,0,0,0,0,0,302,1
636,0,22,2,0,0,0,0,0,0,162,0
637,1,58,1,0,0,0,0,4,0,221,1
638,1,57,1,1,0,0,0,0,1,118,1
639,0,21,2,0,0,0,1,0,0,373,0
640,1,22,2,0,0,0,0,0,0,166,0
641,0,30,0,0,0,0,0,0,0,59,0
645,0,30,0,0,0,0,0,8,0,282,1
646,1,31,0,0,0,0,0,10,0,124,0
647,1,45,1,1,0,0,0,1,0,154,0
649,0,39,0,1,0,0,0,2,0,143,1
650,0,31,0,0,0,0,0,0,0,282,1
651,0,22,2,0,0,0,0,1,0,58,1
653,0,27,0,0,0,0,0,13,0,388,1
654,0,38,0,1,0,0,0,1,0,78,1
655,0,31,0,0,0,0,0,23,0,237,1
656,0,47,1,0,0,0,0,20,0,339,0
657,0,22,2,0,0,1,0,3,0,388,0
658,0,35,0,0,0,0,1,1,1,38,1
659,0,23,2,0,0,0,0,2,1,253,1
660,0,65,1,0,0,0,0,2,1,386,1
661,0,35,0,0,0,0,0,0,1,133,0
662,1,33,0,0,0,0,0,0,0,162,0
663,0,53,1,1,0,0,0,1,1,38,0
664,0,52,1,0,0,0,0,0,0,124,0
665,0,21,2,0,0,0,0,0,0,205,0
666,0,37,0,0,0,0,0,11,0,19,0
667,0,30,0,0,0,0,0,4,1,299,1
670,0,54,1,0,0,0,0,0,0,162,0
671,1,31,0,0,0,0,0,0,1,38,0
672,1,59,1,1,0,0,0,2,0,166,0
673,0,27,0,0,0,0,0,0,1,282,0
674,0,36,0,0,0,0,0,0,1,38,1
675,0,46,1,0,0,0,0,17,0,388,1
676,0,22,2,0,0,0,1,3,0,388,0
677,1,28,0,1,0,0,0,0,1,92,0
678,1,34,0,1,0,0,1,15,0,166,1
679,0,29,0,0,0,0,0,7,0,124,1
